CUSTOMER_ID|CUSTOMER_NAME|PIC_NAME|ADDRESS_1|ADDRESS_2|CITY|STATE|ZIPCODE|PHONE_VALUE|PHONE_TYPE
10000187|HHA ASSOCIATES SDN BHD|HHA ASSOCIATES SDN BHD|LOT 60248|KAWASAN PERINDUSTRIAN TELUK KALONG|KEMAMAN|TERENGGANU DARUL IMAN|24007|09-8623150 / 51|Phone
10000187|HHA ASSOCIATES SDN BHD|HHA ASSOCIATES SDN BHD|LOT 60248|KAWASAN PERINDUSTRIAN TELUK KALONG|KEMAMAN|TERENGGANU DARUL IMAN|24007|09-8623152|Fax
10000187|HHA ASSOCIATES SDN BHD|HHA ASSOCIATES SDN BHD|LOT 60248|KAWASAN PERINDUSTRIAN TELUK KALONG|KEMAMAN|TERENGGANU DARUL IMAN|24007|09-8623152|Fax
10000188|HIGHBASE STRATEGIC SDN BHD|HIGHBASE STRATEGIC SDN BHD|A-06-G, JLN MEDAN PUSAT BNDR 5,|PARAGON POINT, SECTION 9|BANDAR BARU BANGI|SELANGOR DARUL EHSAN|43650|012-9394087|Phone
10000189|HIKMAH OIL & GAS ASSISTANCE SDN BHD|HIKMAH OIL & GAS ASSISTANCE SDN BHD|LOT PT 10014|KAW.P'INDUSTRIAN JAKAR 3|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8684531|Phone
10000189|HIKMAH OIL & GAS ASSISTANCE SDN BHD|HIKMAH OIL & GAS ASSISTANCE SDN BHD|LOT PT 10014|KAW.P'INDUSTRIAN JAKAR 3|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8686531|Fax
10000190|HIN TAT TRADING|HIN TAT TRADING|LOT 1975-1976 BATU 13|JLN KUANTAN-KMN, GEBENG|KUANTAN|PAHANG DARUL MAKMUR|26080|012-2988664|Phone
10000191|HM MANTAP SDN BHD|HM MANTAP SDN BHD|14695, 1ST FLOOR, KG JAYA|BATU 2, JLN AIR PUTIH|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8583800|Phone
10000191|HM MANTAP SDN BHD|HM MANTAP SDN BHD|14695, 1ST FLOOR, KG JAYA|BATU 2, JLN AIR PUTIH|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8584800|Fax
10000192|HRT LOGISTIC SDN BHD|HRT LOGISTIC SDN BHD|KSB LETTER BOX NO.29|ADMIN.BUILDING 'B', KSB|KEMAMAN|TERENGGANU DARUL IMAN|24007|09-6171331/86323|Phone
10000192|HRT LOGISTIC SDN BHD|HRT LOGISTIC SDN BHD|KSB LETTER BOX NO.29|ADMIN.BUILDING 'B', KSB|KEMAMAN|TERENGGANU DARUL IMAN|24007|09-6171578/8634217|Fax
10000194|HUTCHISON SERTING TELECOM SDN BHD|HUTCHISON SERTING TELECOM SDN BHD|MEZZANINE FLOOR, ASIA LIFE BUILDING|34-40, JLN TELUK SISEK|KUANTAN|PAHANG DARUL MAKMUR|25000|09-5504100|Phone
10000194|HUTCHISON SERTING TELECOM SDN BHD|HUTCHISON SERTING TELECOM SDN BHD|MEZZANINE FLOOR, ASIA LIFE BUILDING|34-40, JLN TELUK SISEK|KUANTAN|PAHANG DARUL MAKMUR|25000|09-552073|Fax
10000195|HYPERWAVE SYSTEMS ENGINEERING|HYPERWAVE SYSTEMS ENGINEERING|PT 12510(PLOT A20) KAW.P'INDUSTRIAN|CACAR, MUKIM K.PAKA|DUNGUN|TERENGGANU DARUL IMAN|23300|09-8274 508|Phone
10000196|HZN ASSOCIATES (M) SDN BHD|HZN ASSOCIATES (M) SDN BHD|SEKSYEN U1,HICOM GLENMARIE IND.PARK|NO 13 1ST FLOOR,JLN MAJISTRET U1/26|SHAH ALAM|SELANGOR DARUL EHSAN|40150|03-5631 2787|Phone
10000196|HZN ASSOCIATES (M) SDN BHD|HZN ASSOCIATES (M) SDN BHD|SEKSYEN U1,HICOM GLENMARIE IND.PARK|NO 13 1ST FLOOR,JLN MAJISTRET U1/26|SHAH ALAM|SELANGOR DARUL EHSAN|40150|03-5336 1989|Fax
10000197|ICO ASIAPACIFIC MALAYSIA SDN BHD|ICO ASIAPACIFIC MALAYSIA SDN BHD|KSB LETTER BOX NO.37, GROUND FLOOR|DOOR NO.28,ADMIN.BUILDING `C', KSB|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8631602/2503|Phone
10000197|ICO ASIAPACIFIC MALAYSIA SDN BHD|ICO ASIAPACIFIC MALAYSIA SDN BHD|KSB LETTER BOX NO.37, GROUND FLOOR|DOOR NO.28,ADMIN.BUILDING `C', KSB|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8634598|Fax
10000198|ICON SHIP MANAGEMENT SDN BHD|ICON SHIP MANAGEMENT SDN BHD|JLN PENGHIBURAN,|LOT 13837,|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8502740|Phone
10000198|ICON SHIP MANAGEMENT SDN BHD|ICON SHIP MANAGEMENT SDN BHD|JLN PENGHIBURAN,|LOT 13837,|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8502744|Fax
10000199|IMAN OFFSHORE ENGINEERING & SERV SDN BHD|IMAN OFFSHORE ENGINEERING & SERV SDN BHD|PT 4505|DEPAN SEKOLAH BINJAI|KEMAMAN|TERENGGANU DARUL IMAN|24000|0111-979 7752|Phone
10000201|INDEPENDENT OIL TOOLS (M) SDN BHD|INDEPENDENT OIL TOOLS (M) SDN BHD|SUITE 34.02, LEVEL 34|MENARA CITIBANK, 165 JLN AMPANG|KUALA LUMPUR|WILAYAH PERSEKUTUAN|50450|03-2161 0887|Phone
10000201|INDEPENDENT OIL TOOLS (M) SDN BHD|INDEPENDENT OIL TOOLS (M) SDN BHD|SUITE 34.02, LEVEL 34|MENARA CITIBANK, 165 JLN AMPANG|KUALA LUMPUR|WILAYAH PERSEKUTUAN|50450|03-2164 0887|Fax
10000202|IO SETIA VENTURES SDN BHD|INNOVATIVE OILFIELD SERVICES S/B|NO. 67 JALAN TIARA SENTRAL 3|NILAI UTAMA|NILAI|NEGERI SEMBILAN|71800|09-8623951 / 52|Phone
10000202|IO SETIA VENTURES SDN BHD|INNOVATIVE OILFIELD SERVICES S/B|NO. 67 JALAN TIARA SENTRAL 3|NILAI UTAMA|NILAI|NEGERI SEMBILAN|71800|09-8623950|Fax
10000203|INTER CENTURY SDN BHD|INTER CENTURY SDN BHD|KSB LETTER BOX NO.65|ADMIN.BUILDING `A', KSB|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8631520|Phone
10000203|INTER CENTURY SDN BHD|INTER CENTURY SDN BHD|KSB LETTER BOX NO.65|ADMIN.BUILDING `A', KSB|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8631521|Fax
10000204|INTER PERFECTION LOGISTICS SDN BHD|INTER PERFECTION LOGISTICS SDN BHD|ADMIN C, 2ND FLOOR, DOOR 12|KEMAMAN SUPPLY BASE|KEMAMAN|TERENGGANU|24007|03-78031523|Phone
10000204|INTER PERFECTION LOGISTICS SDN BHD|INTER PERFECTION LOGISTICS SDN BHD|NO 25 JLN PJU 3/44|SUNWAY DAMANSARA TECHNOLOGY PARK,|PETALING JAYA|SELANGOR DARUL EHSAN|47810|03-78031523|Phone
10000204|INTER PERFECTION LOGISTICS SDN BHD|INTER PERFECTION LOGISTICS SDN BHD|ADMIN C, 2ND FLOOR, DOOR 12|KEMAMAN SUPPLY BASE|KEMAMAN|TERENGGANU|24007|03-7732 6013|Fax
10000204|INTER PERFECTION LOGISTICS SDN BHD|INTER PERFECTION LOGISTICS SDN BHD|NO 25 JLN PJU 3/44|SUNWAY DAMANSARA TECHNOLOGY PARK,|PETALING JAYA|SELANGOR DARUL EHSAN|47810|03-7732 6013|Fax
10000205|INTERNATIONAL LIFT SYSTEM ASIA SDN|INTERNATIONAL LIFT SYSTEM ASIA SDN|K600 V|BANGUNAN ARKED MARA CHUKAI|KEMAMAN|TERENGGANU DARUL IMAN|24000|013-9378118|Phone
10000206|INTRALINE RESOURCES SDN BHD|INTRALINE RESOURCES SDN BHD|36, JLN SS 6/8|KELANA JAYA|PETALING JAYA|SELANGOR DARUL EHSAN|47301|03-78804410|Phone
10000206|INTRALINE RESOURCES SDN BHD|INTRALINE RESOURCES SDN BHD|36, JLN SS 6/8|KELANA JAYA|PETALING JAYA|SELANGOR DARUL EHSAN|47301|03-78804710|Fax
10000208|ITS SCOMI SDN BHD|ITS SCOMI SDN BHD|SUITE 18-12&13, LVL 18, TOWER B,|WISMA UOA 2 ,NO 21 JLN PINANG|KUALA LUMPUR|WILAYAH PERSEKUTUAN|50400|03-2164 5818|Phone
10000208|ITS SCOMI SDN BHD|ITS SCOMI SDN BHD|SUITE 18-12&13, LVL 18, TOWER B,|WISMA UOA 2 ,NO 21 JLN PINANG|KUALA LUMPUR|WILAYAH PERSEKUTUAN|50400|03-2164 5817|Fax
10000209|IZNZ JAYA ENTERPRISE|IZNZ JAYA ENTERPRISE|PT 4733, LORONG SEROJA 7/2|PERUMAHAN JUBILEE 3, BINJAI|KEMAMAN|TERENGGANU DARUL IMAN|24000|012-9228696|Phone
10000210|JARDINE SHIPPING SERVICES (M) SDN. BHD.|JARDINE SHIPPING SERVICES (M) SDN. BHD.|B-12, TINGKAT 1,LRG BALOK DARAT 15,|PUSAT P'KHIDMATAN BALOK,|KUANTAN|PAHANG DARUL MAKMUR|26100|09-583 3711|Phone
10000211|JASA MERIN (M) SDN BHD|JASA MERIN (M) SDN BHD|NO.7776,|JLN KUBANG KURUS|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8511100|Phone
10000211|JASA MERIN (M) SDN BHD|JASA MERIN (M) SDN BHD|NO.7776,|JLN KUBANG KURUS|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8583237|Fax
10000337|PENGKALAN JITU SDN BHD|PENGKALAN JITU SDN BHD|10A, JLN KEBUDAYAAN 1A|TMN UNIVERSITI, SKUDAI||JOHOR DARUL TAKZIM|81300|07-5214643|Phone
10000337|PENGKALAN JITU SDN BHD|PENGKALAN JITU SDN BHD|10A, JLN KEBUDAYAAN 1A|TMN UNIVERSITI, SKUDAI||JOHOR DARUL TAKZIM|81300|07-5214643|Fax
10000339|PERINDUSTRIAN TIMUR (PG) SDN BHD|PERINDUSTRIAN TIMUR (PG) SDN BHD|LOT A8,KAWASAN MIEL,|KAW.P'INDUSTRIAN JAKAR IV,|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8681000|Phone
10000339|PERINDUSTRIAN TIMUR (PG) SDN BHD|PERINDUSTRIAN TIMUR (PG) SDN BHD|LOT A8,KAWASAN MIEL,|KAW.P'INDUSTRIAN JAKAR IV,|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8681001|Fax
10000340|PERKHIDMATAN AZRAM LOGISTIC SDN BHB|PERKHIDMATAN AZRAM LOGISTIC SDN BHB|KSB LETTER BOX NO 99,|ADMIN.BUILDING 'A', KSB|KEMAMAN|TERENGGANU DARUL IMAN|24007|09-8633257|Phone
10000340|PERKHIDMATAN AZRAM LOGISTIC SDN BHB|PERKHIDMATAN AZRAM LOGISTIC SDN BHB|KSB LETTER BOX NO 99,|ADMIN.BUILDING 'A', KSB|KEMAMAN|TERENGGANU DARUL IMAN|24007|09-8633257|Fax
10000341|PERUSAHAAN EASMAHA SDN BHD|PERUSAHAAN EASMAHA SDN BHD|12320 /12321,|JALAN FERI LAMA|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8583322/2211|Phone
10000341|PERUSAHAAN EASMAHA SDN BHD|PERUSAHAAN EASMAHA SDN BHD|12320 /12321,|JALAN FERI LAMA|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8584411|Fax
10000342|PESAKA INSPECTION SERVICES SDN BHD|PESAKA INSPECTION SERVICES SDN BHD|OPEN YARD, WAREHOUSE 13,|KSB|KEMAMAN|TERENGGANU DARUL IMAN|24007|09-8631885|Phone
10000342|PESAKA INSPECTION SERVICES SDN BHD|PESAKA INSPECTION SERVICES SDN BHD|OPEN YARD, WAREHOUSE 13,|KSB|KEMAMAN|TERENGGANU DARUL IMAN|24007|09-8631886|Fax
10000344|PETRA RESOURCES SDN BHD|PETRA RESOURCES SDN BHD|SUITE 13-02, LEVEL 13, MENARA OBYU|4 JALAN PJU 8/8A|PETALING JAYA|SELANGOR|47820|09-863 3744/3746/4539|Phone
10000344|PETRA RESOURCES SDN BHD|PETRA RESOURCES SDN BHD|SUITE 13-02, LEVEL 13, MENARA OBYU|4 JALAN PJU 8/8A|PETALING JAYA|SELANGOR|47820|09-863 3745|Fax
10000345|PETRO EQUIP SUPPLY & SERVICES S/B|PETRO EQUIP SUPPLY & SERVICES S/B|C10, JALAN FZ4-P3|PORT KLANG FREE ZONE / KS 12||SELANGOR DARUL EHSAN|42920|03-31023325|Phone
10000345|PETRO EQUIP SUPPLY & SERVICES S/B|PETRO EQUIP SUPPLY & SERVICES S/B|C10, JALAN FZ4-P3|PORT KLANG FREE ZONE / KS 12||SELANGOR DARUL EHSAN|42920|03-42513703/8633250|Fax
10000346|PETROFAC (MALAYSIA-PM304) LIMITED|PETROFAC (MALAYSIA-PM304) LIMITED|LEVEL 21 MENARA 3 PETRONAS|PERSIARAN KLCC||KUALA LUMPUR|50088|09-8634700|Phone
10000346|PETROFAC (MALAYSIA-PM304) LIMITED|PETROFAC (MALAYSIA-PM304) LIMITED|LEVEL 21 MENARA 3 PETRONAS|PERSIARAN KLCC||KUALA LUMPUR|50088|09-8633701|Fax
10000348|PETROLEUM IND. OF M'SIA (PIMMAG)|PETROLEUM IND. OF M'SIA (PIMMAG)|LVL 5,MENARA DAYABUMI,KOMPLEKS|DAYABUMI,JLN SULTAN HISHAMUDDIN|KUALA LUMPUR|WILAYAH PERSEKUTUAN|50050|03-27836997|Phone
10000348|PETROLEUM IND. OF M'SIA (PIMMAG)|PETROLEUM IND. OF M'SIA (PIMMAG)|LVL 5,MENARA DAYABUMI,KOMPLEKS|DAYABUMI,JLN SULTAN HISHAMUDDIN|KUALA LUMPUR|WILAYAH PERSEKUTUAN|50050|03-27836992|Fax
10000349|PETRONAS CARIGALI SDN BHD|PETRONAS CARIGALI SDN BHD|C/O PETRONAS FINANCE SHARED SERVICE|LEVEL 9, MENARA DAYABUMI||KUALA LUMPUR|50050|09-8631199|Phone
10000349|PETRONAS CARIGALI SDN BHD|PETRONAS CARIGALI SDN BHD|FIN/ACC. PENINSULA M'SIA OPERATIONS|2ND.FLOOR, PETRONAS OFFICE COMPLEX|KERTEH, KEMAMAN|TERENGGANU DARUL IMAN|24300|09-8631199|Phone
10000349|PETRONAS CARIGALI SDN BHD|PETRONAS CARIGALI SDN BHD|C/O PETRONAS FINANCE SHARED SERVICE|LEVEL 9, MENARA DAYABUMI||KUALA LUMPUR|50050|09-8631062|Fax
10000349|PETRONAS CARIGALI SDN BHD|PETRONAS CARIGALI SDN BHD|FIN/ACC. PENINSULA M'SIA OPERATIONS|2ND.FLOOR, PETRONAS OFFICE COMPLEX|KERTEH, KEMAMAN|TERENGGANU DARUL IMAN|24300|09-8631062|Fax
10000350|PETRONAS CHEMICALS MTBE SDN. BHD|PETRONAS CHEMICALS MTBE SDN. BHD|LOT 111,|KAW.P'INDUSTRIAN GEBENG|KUANTAN|PAHANG DARUL MAKMUR|26080|09-5856700|Phone
10000350|PETRONAS CHEMICALS MTBE SDN. BHD|PETRONAS CHEMICALS MTBE SDN. BHD|LOT 111,|KAW.P'INDUSTRIAN GEBENG|KUANTAN|PAHANG DARUL MAKMUR|26080|09-5834743|Fax
10000351|PETROSERVE (M) SDN BHD|PETROSERVE (M) SDN BHD|LOT 50,|BANDAR BARU KERTEH|KERTEH, KEMAMAN|TERENGGANU DARUL IMAN|24300|03-20942394|Phone
10000351|PETROSERVE (M) SDN BHD|PETROSERVE (M) SDN BHD|LOT 50,|BANDAR BARU KERTEH|KERTEH, KEMAMAN|TERENGGANU DARUL IMAN|24300|03-20944196|Fax
10000352|PETROTECHNICAL INSPECTION (M) SDN BHD|PETROTECHNICAL INSPECTION|NO.26, JLN ANGGERIK VANILLA 31/93|KOTA KEMUNING, SHAH ALAM||SELANGOR DARUL EHSAN|40460|03-5121 2320|Phone
10000352|PETROTECHNICAL INSPECTION (M) SDN BHD|PETROTECHNICAL INSPECTION|NO.26, JLN ANGGERIK VANILLA 31/93|KOTA KEMUNING, SHAH ALAM||SELANGOR DARUL EHSAN|40460|09-8631214|Fax
10000353|PFC ENGINEERING SDN BHD (TSM)|PFC ENGINEERING SDN BHD|LOT PT 7425|KAW.P'INDUSTRIAN TELUK KALONG|KEMAMAN|TERENGGANU DARUL IMAN|24007|09-8602 800|Phone
10000353|PFC ENGINEERING SDN BHD (TSM)|PFC ENGINEERING SDN BHD|LOT PT 7425|KAW.P'INDUSTRIAN TELUK KALONG|KEMAMAN|TERENGGANU DARUL IMAN|24007|09-8602 801|Fax
10000355|PFCE-CG SDN BHD|PFCE-CG SDN BHD|LOT 9710 TAMAN PERINDUSTRIAN PAKA|PAKA|DUNGUN|TERENGGANU DARUL IMAN|23000|09-8255777|Phone
10000355|PFCE-CG SDN BHD|PFCE-CG SDN BHD|LOT 9710 TAMAN PERINDUSTRIAN PAKA|PAKA|DUNGUN|TERENGGANU DARUL IMAN|23000|09-8255778|Fax
10000356|PIONEER ENGINEERING SDN BHD|PIONEER ENGINEERING SDN BHD|NO.14, TINGKAT 1 & 2|PUSAT NIAGA PAKA|PAKA, DUNGUN|TERENGGANU DARUL IMAN|23100|09-8279500|Phone
10000356|PIONEER ENGINEERING SDN BHD|PIONEER ENGINEERING SDN BHD|NO.14, TINGKAT 1 & 2|PUSAT NIAGA PAKA|PAKA, DUNGUN|TERENGGANU DARUL IMAN|23100|09-8279505|Fax
10000357|POK BROTHERS (PHG) SDN BHD|POK BROTHERS (PHG) SDN BHD|49 LORONG WONG AH JANG|OFF JLN WONG AH JANG|KUANTAN|PAHANG DARUL MAKMUR|25100|09-5145298/301/3|Phone
10000488|TONEFF RESOURCES SDN BHD|TONEFF RESOURCES SDN BHD|LOT 11084, TINGKAT 1|JLN ABDUL RAHMAN|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8583155|Phone
10000488|TONEFF RESOURCES SDN BHD|TONEFF RESOURCES SDN BHD|LOT 11084, TINGKAT 1|JLN ABDUL RAHMAN|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8594155|Fax
10000489|TOTAL E&P MALAYSIA|TOTAL E&P MALAYSIA|LEVEL 21, MENARA HLA|NO 3 JLN KIA PENG|KUALA LUMPUR|WILAYAH PERSEKUTUAN|50450|03-21729055|Phone
10000490|TOTAL STERLING (M) SDN BHD|TOTAL STERLING (M) SDN BHD|K-7198,|KAW.P'INDUSTRIAN JAKAR II|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8502350|Phone
10000490|TOTAL STERLING (M) SDN BHD|TOTAL STERLING (M) SDN BHD|K-7198,|KAW.P'INDUSTRIAN JAKAR II|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8591855|Fax
10000491|TRACTORS PETROLEUM SERVICES SDN BHD|TRACTORS PETROLEUM SERVICES SDN BHD|KSB LETTER BOX NO.38|ADMIN.BUILDING 'A', KSB|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8631518|Phone
10000491|TRACTORS PETROLEUM SERVICES SDN BHD|TRACTORS PETROLEUM SERVICES SDN BHD|KSB LETTER BOX NO.38|ADMIN.BUILDING 'A', KSB|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8631559|Fax
10000492|TRANSOCEAN ASIA SERVICES SDN BHD|TRANSOCEAN ASIA SERVICES SDN BHD|SUITE 24, LEVEL 24, G TOWER,|199 JLN TUN RAZAK|KUALA LUMPUR|WILAYAH PERSEKUTUAN|50450|03-2332 4888|Phone
10000492|TRANSOCEAN ASIA SERVICES SDN BHD|TRANSOCEAN ASIA SERVICES SDN BHD|SUITE 24, LEVEL 24, G TOWER,|199 JLN TUN RAZAK|KUALA LUMPUR|WILAYAH PERSEKUTUAN|50450|03-2166 7600|Fax
10000493|TRANSOCEAN DRILLING SDN BHD|TRANSOCEAN DRILLING SDN BHD|SUITE 24,LEVEL 24,G TOWER.|199, JLN TUN RAZAK|KUALA LUMPUR|WILAYAH PERSEKUTUAN|50400|03-23324888|Phone
10000493|TRANSOCEAN DRILLING SDN BHD|TRANSOCEAN DRILLING SDN BHD|SUITE 24,LEVEL 24,G TOWER.|199, JLN TUN RAZAK|KUALA LUMPUR|WILAYAH PERSEKUTUAN|50400|03-23817005|Fax
10000494|TRANSWATER API SDN BHD|TRANSWATER API SDN BHD|NO 35, JLN PENGACARA U1/48|TEMASYA INDUSTRIAL PARK|SHAH ALAM|SELANGOR DARUL EHSAN|40150|03-5569115|Phone
10000494|TRANSWATER API SDN BHD|TRANSWATER API SDN BHD|NO 35, JLN PENGACARA U1/48|TEMASYA INDUSTRIAL PARK|SHAH ALAM|SELANGOR DARUL EHSAN|40150|03-55698313|Fax
10000495|TRANSWORLDMARK FREIGHT (M) SDN BHD|TRANSWORLDMARK FREIGHT (M) SDN BHD|KSB LETTER BOX NO.120|ADMIN.BUILDING `A', KSB|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8634168|Phone
10000495|TRANSWORLDMARK FREIGHT (M) SDN BHD|TRANSWORLDMARK FREIGHT (M) SDN BHD|KSB LETTER BOX NO.120|ADMIN.BUILDING `A', KSB|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8631332|Fax
10000496|TRESCO SHIPPING SDN BHD|TRESCO SHIPPING SDN BHD|K-90C, TAMAN IDAMAN|JALAN JAKAR|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8591278|Fax
10000497|TRIPLE VALIANT ENGINEERING SERVICES|TRIPLE VALIANT ENGINEERING SERVICES|K-9688, TINGKAT 1|TMN CHUKAI UTAMA, JLN KUBANG KURUS|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8581000|Phone
10000497|TRIPLE VALIANT ENGINEERING SERVICES|TRIPLE VALIANT ENGINEERING SERVICES|K-9688, TINGKAT 1|TMN CHUKAI UTAMA, JLN KUBANG KURUS|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8581155|Fax
10000498|TRISYSTEMS ENGINEERING SDN BHD|TRISYSTEMS ENGINEERING SDN BHD|LOT K-7156 JLN GUNTONG 2|BANDAR BARU SRI KERTEH|KEMAMAN|TERENGGANU DARUL IMAN|23000|09-8266601|Phone
10000498|TRISYSTEMS ENGINEERING SDN BHD|TRISYSTEMS ENGINEERING SDN BHD|LOT K-7156 JLN GUNTONG 2|BANDAR BARU SRI KERTEH|KEMAMAN|TERENGGANU DARUL IMAN|23000|09-8266604|Fax
10000499|TRIUMPH DRILLING SERVICES SDN BHD|TRIUMPH DRILLING SERVICES SDN BHD|C/O TRIUMPH DRILLING SINGAPORE PTE|LTD, 1 FUSIONOPOLIS WALK||SINGAPORE|138628|03-21820600|Phone
10000499|TRIUMPH DRILLING SERVICES SDN BHD|TRIUMPH DRILLING SERVICES SDN BHD|C/O TRIUMPH DRILLING SINGAPORE PTE|LTD, 1 FUSIONOPOLIS WALK||SINGAPORE|138628|03-21610133|Fax
10000500|TUBEX SDN BHD|TUBEX SDN BHD|KSB LETTER BOX NO.19|ADMIN.BUILDING `B', KSB|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8631640|Phone
10000500|TUBEX SDN BHD|TUBEX SDN BHD|KSB LETTER BOX NO.19|ADMIN.BUILDING `B', KSB|KEMAMAN|TERENGGANU DARUL IMAN|24000|09-8631798|Fax
10000501|TURCOMP ENGINEERING SERVICES SDN BHD|TURCOMP ENGINEERING SERVICES SDN BHD|LOT 19208|KAWASAN PERINDUSTRIAN JAKAR 3|KEMAMAN|TERENGGANU|24000|09-8684718/5718|Phone
10000501|TURCOMP ENGINEERING SERVICES SDN BHD|TURCOMP ENGINEERING SERVICES SDN BHD|LOT 19208|KAWASAN PERINDUSTRIAN JAKAR 3|KEMAMAN|TERENGGANU|24000|senora@turcomp.com|E-Mail
10000503|UMW JDC DRILLING SDN BHD|UMW JDC DRILLING SDN BHD|TOWER 2,LOT `A', LEVEL 7|ETIQA TWINS, NO.11, JLN PINANG|KUALA LUMPUR|WILAYAH PERSEKUTUAN|50450|03-21668071|Phone
10000503|UMW JDC DRILLING SDN BHD|UMW JDC DRILLING SDN BHD|TOWER 2,LOT `A', LEVEL 7|ETIQA TWINS, NO.11, JLN PINANG|KUALA LUMPUR|WILAYAH PERSEKUTUAN|50450|03-21668070|Fax
10000504|UMW WORKOVER SDN BHD|UMW PETRODRIL (MALAYSIA) SDN BHD|SUITE 3A , LEVEL 18, BLOCK 3A|PLAZA SENTRAL, JLN STESEN SENTRAL 5|KUALA LUMPUR|WILAYAH PERSEKUTUAN|50470|03-4610055|Phone
